brand_category_Budget,brand_category_Luxury,brand_category_Mid_Range,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,doornumber_four,doornumber_two,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,wheelbase,carlength,carwidth,carheight,curbweight,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,enginesize,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,boreratio,horsepower,citympg,highwaympg,price
1,0,0,0,1,1,0,1,0,0,1,0,96.5,175.4,62.5,54.1,2372,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,1,0,0,0,0,0,0,0,3.15,86,27,33,10295.0
1,0,0,0,1,1,0,1,0,0,1,0,96.5,175.4,65.2,54.1,2465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,1,0,0,3.15,101,24,28,12945.0
1,0,0,0,1,1,0,0,1,0,1,0,96.5,169.1,66.0,51.0,2293,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,1,0,0,0,0,0,0,3.15,100,25,31,10345.0
1,0,0,0,1,1,0,1,0,0,0,1,94.3,170.7,61.8,53.5,2337,0,0,0,1,0,0,0,0,0,1,0,0,0,0,111,0,1,0,0,0,0,0,0,3.31,78,24,29,6785.0
1,0,0,0,1,1,0,0,1,0,1,0,94.5,155.9,63.6,52.0,1874,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,3.03,70,38,43,8916.5
1,0,0,0,1,1,0,1,0,0,1,0,94.5,155.9,63.6,52.0,1909,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,3.03,70,38,43,8916.5
1,0,0,0,1,1,0,0,1,0,0,1,96.0,172.6,65.2,51.4,2734,0,0,0,1,0,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0,0,1,3.43,90,24,29,11048.0
0,1,0,0,1,1,0,1,0,0,0,1,113.0,199.6,69.6,52.8,4066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,258,0,0,0,0,0,1,0,0,3.63,176,15,19,32250.0
0,1,0,0,1,1,0,1,0,0,0,1,113.0,199.6,69.6,52.8,4066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,258,0,0,0,0,0,1,0,0,3.63,176,15,19,35550.0
0,1,0,0,1,1,0,0,1,0,0,1,102.0,191.7,70.6,47.8,3950,0,0,0,0,0,1,0,0,0,0,0,0,1,0,326,0,0,0,0,0,1,0,0,3.54,262,13,17,36000.0
0,0,1,0,1,1,0,0,1,0,1,0,93.1,159.1,64.2,54.1,1890,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,3.03,68,30,31,5195.0
0,0,1,0,1,1,0,0,1,0,1,0,93.1,159.1,64.2,54.1,1900,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,3.03,68,31,38,6095.0
0,0,1,0,1,1,0,0,1,0,1,0,93.1,159.1,64.2,54.1,1905,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,3.03,68,31,38,6795.0
0,0,1,0,1,1,0,1,0,0,1,0,93.1,166.8,64.2,54.1,1945,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,3.03,68,31,38,6695.0
0,0,1,0,1,1,0,1,0,0,1,0,93.1,166.8,64.2,54.1,1950,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,0,1,0,0,0,0,0,0,3.08,68,31,38,7395.0
0,0,1,0,1,1,0,0,1,0,0,1,95.3,169.0,65.7,49.6,2380,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70,0,0,1,0,0,0,0,0,3.33,101,17,23,10945.0
0,0,1,0,1,1,0,0,1,0,0,1,95.3,169.0,65.7,49.6,2380,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70,0,0,1,0,0,0,0,0,3.33,101,17,23,11845.0
0,0,1,0,1,1,0,0,1,0,0,1,95.3,169.0,65.7,49.6,2385,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70,0,0,1,0,0,0,0,0,3.33,101,17,23,13645.0
0,0,1,0,1,1,0,0,1,0,0,1,95.3,169.0,65.7,49.6,2500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80,0,0,0,0,0,1,0,0,3.33,135,16,23,15645.0
0,0,1,0,1,1,0,0,1,0,1,0,98.8,177.8,66.5,53.7,2385,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.39,84,26,32,8845.0
0,0,1,0,1,1,0,1,0,0,1,0,98.8,177.8,66.5,55.5,2410,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.39,84,26,32,8495.0
0,0,1,0,1,1,0,0,1,0,1,0,98.8,177.8,66.5,53.7,2385,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.39,84,26,32,10595.0
0,0,1,0,1,1,0,1,0,0,1,0,98.8,177.8,66.5,55.5,2410,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.39,84,26,32,10245.0
0,0,1,1,0,1,0,1,0,0,1,0,98.8,177.8,66.5,55.5,2443,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,0,0,1,0,0,0,0,3.39,64,36,42,10795.0
0,0,1,0,1,1,0,1,0,0,1,0,98.8,177.8,66.5,55.5,2425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.39,84,26,32,11245.0
0,0,1,0,1,1,0,1,0,0,0,1,104.9,175.0,66.1,54.4,2670,0,0,0,1,0,0,0,0,0,1,0,0,0,0,140,0,0,0,0,0,1,0,0,3.76,120,19,27,18280.0
0,0,1,1,0,1,0,1,0,0,0,1,104.9,175.0,66.1,54.4,2700,0,0,0,1,0,0,0,0,0,1,0,0,0,0,134,0,0,0,1,0,0,0,0,3.43,72,31,39,18344.0
0,1,0,1,0,0,1,1,0,0,0,1,110.0,190.9,70.3,56.5,3515,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183,0,0,0,1,0,0,0,0,3.58,123,22,25,25552.0
0,1,0,1,0,0,1,1,0,0,0,1,110.0,190.9,70.3,58.7,3750,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183,0,0,0,1,0,0,0,0,3.58,123,22,25,28248.0
0,1,0,1,0,0,1,0,1,0,0,1,106.7,187.5,70.3,54.9,3495,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183,0,0,0,1,0,0,0,0,3.58,123,22,25,28176.0
0,1,0,1,0,0,1,1,0,0,0,1,115.6,202.6,71.7,56.3,3770,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183,0,0,0,1,0,0,0,0,3.58,123,22,25,31600.0
0,1,0,0,1,1,0,1,0,0,0,1,115.6,202.6,71.7,56.5,3740,0,0,0,0,0,1,0,1,0,0,0,0,0,0,234,0,0,0,0,0,1,0,0,3.46,155,16,18,34184.0
0,1,0,0,1,1,0,0,1,0,0,1,96.6,180.3,70.5,50.8,3685,0,0,0,0,0,1,0,1,0,0,0,0,0,0,234,0,0,0,0,0,1,0,0,3.46,155,16,18,35056.0
0,1,0,0,1,1,0,1,0,0,0,1,120.9,208.1,71.7,56.7,3900,0,0,0,0,0,1,0,1,0,0,0,0,0,0,308,0,0,0,0,0,1,0,0,3.8,184,14,16,40960.0
0,1,0,0,1,1,0,0,1,0,0,1,112.0,199.2,72.0,55.4,3715,0,0,0,0,0,1,0,1,0,0,0,0,0,0,304,0,0,0,0,0,1,0,0,3.8,184,14,16,45400.0
0,0,1,0,1,0,1,0,1,0,0,1,102.7,178.4,68.0,54.8,2910,0,0,0,1,0,0,0,0,0,1,0,0,0,0,140,0,0,0,0,0,1,0,0,3.78,175,19,24,16503.0
1,0,0,0,1,1,0,0,1,0,1,0,93.7,157.3,64.4,50.8,1918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,2.97,68,37,41,5389.0
1,0,0,0,1,1,0,0,1,0,1,0,93.7,157.3,64.4,50.8,1944,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,2.97,68,31,38,6189.0
1,0,0,0,1,1,0,0,1,0,1,0,93.7,157.3,64.4,50.8,2004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,2.97,68,31,38,6669.0
1,0,0,0,1,0,1,0,1,0,1,0,93.0,157.3,63.8,50.8,2145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,1,0,3.03,102,24,30,7689.0
1,0,0,0,1,0,1,0,1,0,1,0,96.3,173.0,65.4,49.4,2370,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,0,1,0,3.17,116,23,30,9959.0
1,0,0,0,1,1,0,0,1,0,1,0,96.3,173.0,65.4,49.4,2328,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.35,88,25,32,8499.0
1,0,0,0,1,0,1,0,1,0,1,0,95.9,173.2,66.3,50.2,2833,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,0,0,1,0,3.58,145,19,24,12629.0
1,0,0,0,1,0,1,0,1,0,1,0,95.9,173.2,66.3,50.2,2921,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,0,0,1,0,3.59,145,19,24,14869.0
1,0,0,0,1,0,1,0,1,0,1,0,95.9,173.2,66.3,50.2,2926,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,0,0,1,0,3.59,145,19,24,14489.0
1,0,0,0,1,1,0,1,0,0,1,0,96.3,172.4,65.4,51.6,2365,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.35,88,25,32,6989.0
1,0,0,0,1,1,0,1,0,0,1,0,96.3,172.4,65.4,51.6,2405,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.35,88,25,32,8189.0
1,0,0,0,1,0,1,1,0,0,1,0,96.3,172.4,65.4,51.6,2403,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,0,1,0,3.17,116,23,30,9279.0
1,0,0,0,1,1,0,1,0,0,1,0,96.3,172.4,65.4,51.6,2403,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,0,1,0,3.17,116,23,30,9279.0
0,0,1,0,1,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1889,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,5499.0
0,0,1,1,0,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,103,0,0,0,1,0,0,0,0,2.99,55,45,50,7099.0
0,0,1,0,1,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,6649.0
0,0,1,0,1,1,0,1,0,0,1,0,94.5,165.3,63.8,54.5,1938,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,6849.0
0,0,1,0,1,1,0,1,0,0,1,0,94.5,170.2,63.8,53.5,2024,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,7349.0
0,0,1,0,1,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1951,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,7299.0
0,0,1,0,1,1,0,0,1,0,1,0,94.5,165.6,63.8,53.3,2028,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,7799.0
0,0,1,0,1,1,0,1,0,0,1,0,94.5,165.3,63.8,54.5,1971,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,7499.0
0,0,1,0,1,1,0,1,0,0,1,0,94.5,170.2,63.8,53.5,2037,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,7999.0
0,0,1,0,1,1,0,0,1,0,1,0,95.1,162.4,63.8,53.3,2008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,3.15,69,31,37,8249.0
0,0,1,0,1,1,0,1,0,0,1,0,97.2,173.4,65.2,54.7,2324,0,0,0,1,0,0,0,0,0,1,0,0,0,0,120,0,1,0,0,0,0,0,0,3.33,97,27,34,8949.0
0,0,1,0,1,1,0,1,0,0,1,0,97.2,173.4,65.2,54.7,2302,0,0,0,1,0,0,0,0,0,1,0,0,0,0,120,0,1,0,0,0,0,0,0,3.33,97,27,34,9549.0
0,0,1,0,1,1,0,1,0,0,1,0,100.4,181.7,66.5,55.1,3095,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,3.43,152,17,22,13499.0
0,0,1,0,1,1,0,1,0,0,1,0,100.4,184.6,66.5,56.1,3296,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,3.43,152,17,22,14399.0
0,0,1,0,1,1,0,1,0,0,1,0,100.4,184.6,66.5,55.1,3060,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,3.43,152,19,25,13499.0
0,0,1,0,1,1,0,0,1,0,0,1,91.3,170.7,67.9,49.7,3071,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,3.43,160,19,25,17199.0
0,0,1,0,1,0,1,0,1,0,0,1,91.3,170.7,67.9,49.7,3139,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,3.43,200,17,23,19699.0
0,0,1,0,1,1,0,0,1,0,0,1,99.2,178.5,67.9,49.7,3139,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,3.43,160,19,25,18399.0
0,0,1,0,1,1,0,1,0,0,0,1,107.9,186.7,68.4,56.7,3020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,3.46,97,19,24,11900.0
0,0,1,1,0,0,1,1,0,0,0,1,107.9,186.7,68.4,56.7,3197,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,3.7,95,28,33,13200.0
0,0,1,0,1,1,0,1,0,0,0,1,114.2,198.9,68.4,58.7,3230,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,3.46,97,19,24,12440.0
0,0,1,1,0,0,1,1,0,0,0,1,114.2,198.9,68.4,58.7,3430,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,3.7,95,25,25,13860.0
0,0,1,0,1,1,0,1,0,0,0,1,107.9,186.7,68.4,56.7,3075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,3.46,95,19,24,15580.0
0,0,1,1,0,0,1,1,0,0,0,1,107.9,186.7,68.4,56.7,3252,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,3.7,95,28,33,16900.0
0,0,1,0,1,1,0,1,0,0,0,1,114.2,198.9,68.4,56.7,3285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,3.46,95,19,24,16695.0
0,0,1,1,0,0,1,1,0,0,0,1,114.2,198.9,68.4,58.7,3485,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,3.7,95,25,25,17075.0
0,0,1,0,1,1,0,1,0,0,0,1,107.9,186.7,68.4,56.7,3075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,1,0,0,3.46,97,19,24,16630.0
0,0,1,1,0,0,1,1,0,0,0,1,107.9,186.7,68.4,56.7,3252,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,3.7,95,28,33,17950.0
0,0,1,0,1,0,1,1,0,0,0,1,108.0,186.7,68.3,56.0,3130,0,0,1,0,0,0,0,0,0,1,0,0,0,0,134,0,0,0,0,0,1,0,0,3.61,142,18,24,18150.0
1,0,0,0,1,1,0,0,1,0,1,0,93.7,157.3,63.8,50.8,1918,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,2.97,68,37,41,5572.0
1,0,0,0,1,0,1,0,1,0,1,0,93.7,157.3,63.8,50.8,2128,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,1,0,3.03,102,24,30,7957.0
1,0,0,0,1,1,0,1,0,0,1,0,93.7,157.3,63.8,50.6,1967,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,2.97,68,31,38,6229.0
1,0,0,0,1,1,0,1,0,0,1,0,93.7,167.3,63.8,50.8,1989,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,2.97,68,31,38,6692.0
1,0,0,0,1,1,0,1,0,0,1,0,93.7,167.3,63.8,50.8,2191,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,0,1,0,0,0,0,0,0,2.97,68,31,38,7609.0
1,0,0,0,1,1,0,1,0,0,1,0,103.3,174.6,64.6,59.8,2535,0,0,0,1,0,0,0,0,0,1,0,0,0,0,122,0,1,0,0,0,0,0,0,3.35,88,24,30,8921.0
1,0,0,0,1,0,1,0,1,0,0,1,95.9,173.2,66.3,50.2,2818,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,0,0,1,0,3.59,145,19,24,12764.0
0,1,0,0,1,1,0,0,1,0,0,1,94.5,168.9,68.3,50.2,2778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,151,0,0,0,0,0,1,0,0,3.94,143,19,27,22018.0
0,1,0,0,1,1,0,0,1,0,0,1,89.5,168.9,65.0,51.6,2756,0,0,0,0,1,0,0,0,0,0,1,0,0,0,194,0,0,0,0,0,1,0,0,3.74,207,17,25,32528.0
